config,IC,ICIR,RankIC,RankICIR,NDCG@200,top_return,Stability
baseline,0.09713973811661529,1.926234238334842,0.10627556853346258,1.9943601599820542,0.0,0.1648075250205614,0.33587511326280717
residual_label,0.09713973811661529,1.926234238334842,0.10627556853346258,1.9943601599820542,0.0,0.13617232576085367,0.35227433901973837
risk_adjusted_label,0.09761673326136466,1.7915670081530521,0.10817622877751462,1.7542736581963798,0.0,17.60541439817023,0.33815882324669
factor_timing,0.09488810702146926,1.8650585313642432,0.10435885631027209,1.9126814036851107,0.0,0.1518349287399647,0.30625276677308577
industry_neutral,0.09637497124072057,1.9896437119728436,0.1056776595946666,2.0904036555427803,0.0,0.16320956929861835,0.33467867332789203
ensemble,0.09899021374861268,1.931566597724506,0.10852662747017934,1.9952774219420721,0.0,0.1650714179574369,0.3280219909814219
